calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood,workout_type_encoded,weather_conditions_encoded,location_encoded,mood_encoded,calories_burned_normalized,distance_km_normalized,active_minutes_normalized,sleep_hours_normalized,heart_rate_avg_normalized
2006.73,17.96,262,9.3,119,Gym Workout,Fog,Home,Happy,1,1,1,0,0.202676107,0.898,0.182070883,0.775,0.495798319
2733.01,18.78,1092,5.2,141,Gym Workout,Snow,Home,Tired,1,3,1,3,0.493199728,0.939,0.75886032,0.433333333,0.680672269
2156.5,11.59,37,2.7,65,Gym Workout,Clear,Park,Happy,1,0,2,0,0.262586503,0.5795,0.0257123,0.225,0.042016807
2681.8,6.18,440,1.4,119,Gym Workout,Rain,Park,Tired,1,2,2,3,0.472714909,0.309,0.305767894,0.116666667,0.495798319
3927.18,5.61,390,3.8,91,Gym Workout,Clear,Park,Tired,1,0,2,3,0.970886835,0.2805,0.271021543,0.316666667,0.260504202
1764.78,15.68,1364,10.2,117,Gym Workout,Fog,Home,Tired,1,1,1,3,0.105892236,0.784,0.947880473,0.85,0.478991597
3024.03,13.67,257,3.1,131,Gym Workout,Rain,Gym,Tired,1,2,0,3,0.609612384,0.6835,0.178596247,0.258333333,0.596638655
1553.69,6.98,196,10.2,69,Gym Workout,Fog,Park,Neutral,1,1,2,1,0.021452858,0.349,0.136205698,0.85,0.075630252
3607.09,11.23,1199,2.7,120,Gym Workout,Rain,Park,Stressed,1,2,2,2,0.842845714,0.5615,0.833217512,0.225,0.504201681
3543.57,17.83,1030,4.9,96,Gym Workout,Clear,Gym,Stressed,1,0,0,2,0.817436697,0.8915,0.715774844,0.408333333,0.302521008
1868.02,15.51,185,6.6,104,Gym Workout,Fog,Park,Happy,1,1,2,0,0.147189888,0.7755,0.128561501,0.55,0.369747899
3748.31,4.49,762,8,148,Gym Workout,Fog,Home,Tired,1,1,1,3,0.899335973,0.2245,0.529534399,0.666666667,0.739495798
3937.59,7.64,995,3.7,130,Gym Workout,Fog,Home,Stressed,1,1,1,2,0.975051002,0.382,0.691452397,0.308333333,0.588235294
3880.47,5.42,450,9.5,130,Gym Workout,Clear,Park,Neutral,1,0,2,1,0.952202088,0.271,0.312717165,0.791666667,0.588235294
2055.29,17.5,972,5.1,151,Gym Workout,Snow,Gym,Stressed,1,3,0,2,0.222100884,0.875,0.675469076,0.425,0.764705882
3557.39,0.69,257,11.6,85,Gym Workout,Snow,Park,Neutral,1,3,2,1,0.822964919,0.0345,0.178596247,0.966666667,0.210084034
1500.51,5.89,131,12,130,Gym Workout,Fog,Home,Tired,1,1,1,3,0.000180007,0.2945,0.091035441,1,0.588235294
1569.37,17.3,137,3.2,109,Gym Workout,Rain,Home,Tired,1,2,1,3,0.027725109,0.865,0.095205003,0.266666667,0.411764706
1703.25,3.01,31,7.3,141,Gym Workout,Snow,Park,Tired,1,3,2,3,0.081279251,0.1505,0.021542738,0.608333333,0.680672269
2665.29,19.04,500,8,172,Gym Workout,Rain,Gym,Stressed,1,2,0,2,0.466110644,0.952,0.347463516,0.666666667,0.941176471
3542.28,12.18,931,3.6,101,Gym Workout,Snow,Park,Stressed,1,3,2,2,0.816920677,0.609,0.646977067,0.3,0.344537815
3917.66,10.43,445,8.9,99,Gym Workout,Snow,Park,Happy,1,3,2,0,0.967078683,0.5215,0.30924253,0.741666667,0.327731092
2738.58,13.84,1258,9.3,98,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.495427817,0.692,0.874218207,0.775,0.319327731
2215.36,1.36,748,11.6,91,Gym Workout,Snow,Gym,Stressed,1,3,0,2,0.286131445,0.068,0.51980542,0.966666667,0.260504202
3041.94,18.58,163,4,145,Gym Workout,Clear,Home,Neutral,1,0,1,1,0.616776671,0.929,0.113273106,0.333333333,0.714285714
3508.84,6.01,1110,2,149,Gym Workout,Clear,Home,Neutral,1,0,1,1,0.803544142,0.3005,0.771369006,0.166666667,0.74789916
1844.98,15.58,25,10.5,168,Gym Workout,Fog,Park,Tired,1,1,2,3,0.137973519,0.779,0.017373176,0.875,0.907563025
1507.59,5.35,275,6.2,168,Gym Workout,Fog,Home,Tired,1,1,1,3,0.00301212,0.2675,0.191104934,0.516666667,0.907563025
2643.87,9.65,371,3.8,168,Gym Workout,Fog,Home,Happy,1,1,1,0,0.457542302,0.4825,0.257817929,0.316666667,0.907563025
2196.31,5.68,1438,0.9,150,Gym Workout,Snow,Gym,Stressed,1,3,0,2,0.27851114,0.284,0.999305073,0.075,0.756302521
3671.51,19.51,1048,7.2,110,Gym Workout,Fog,Park,Stressed,1,1,2,2,0.868614745,0.9755,0.72828353,0.6,0.420168067
2456.01,17.88,1194,4.2,139,Gym Workout,Snow,Home,Stressed,1,3,1,2,0.382395296,0.894,0.829742877,0.35,0.663865546
2099.94,5.47,1410,9.9,80,Gym Workout,Clear,Home,Happy,1,0,1,0,0.239961598,0.2735,0.979847116,0.825,0.168067227
2706.02,4.79,223,8.1,125,Gym Workout,Fog,Park,Tired,1,1,2,3,0.482403296,0.2395,0.154968728,0.675,0.546218487
3597.12,5.42,1404,6.9,134,Gym Workout,Rain,Park,Tired,1,2,2,3,0.838857554,0.271,0.975677554,0.575,0.621848739
2191.27,10.31,1014,7.1,146,Gym Workout,Rain,Gym,Neutral,1,2,0,1,0.27649506,0.5155,0.704656011,0.591666667,0.722689076
3184.62,5.23,626,6.1,124,Gym Workout,Snow,Gym,Happy,1,3,0,0,0.673850954,0.2615,0.435024322,0.508333333,0.537815126
3636.95,0.08,940,10.9,84,Gym Workout,Clear,Home,Neutral,1,0,1,1,0.854790192,0.004,0.653231411,0.908333333,0.201680672
3384.82,17.44,1066,5.1,112,Gym Workout,Snow,Home,Tired,1,3,1,3,0.753934157,0.872,0.740792217,0.425,0.43697479
2326.14,9.75,1147,10.1,119,Gym Workout,Fog,Gym,Stressed,1,1,0,2,0.330445218,0.4875,0.797081306,0.841666667,0.495798319
2190.57,10.95,863,0.1,148,Gym Workout,Rain,Gym,Stressed,1,2,0,2,0.276215049,0.5475,0.599722029,0.008333333,0.739495798
3815.3,1.23,1300,9.3,86,Gym Workout,Clear,Home,Tired,1,0,1,3,0.926133045,0.0615,0.903405142,0.775,0.218487395
1538.76,4.28,927,4,104,Gym Workout,Clear,Gym,Happy,1,0,0,0,0.015480619,0.214,0.644197359,0.333333333,0.369747899
2525.39,19.26,44,1.1,145,Gym Workout,Fog,Home,Happy,1,1,1,0,0.410148406,0.963,0.030576789,0.091666667,0.714285714
2283.55,18.15,1422,0.4,71,Gym Workout,Fog,Home,Happy,1,1,1,0,0.313408536,0.9075,0.98818624,0.033333333,0.092436975
3935.73,2.39,596,9.9,171,Gym Workout,Fog,Park,Stressed,1,1,2,2,0.974306972,0.1195,0.414176511,0.825,0.932773109
3365.41,9.86,5,2.4,62,Gym Workout,Rain,Park,Happy,1,2,2,0,0.746169847,0.493,0.003474635,0.2,0.016806723
3701.6,4.1,665,3.5,176,Gym Workout,Rain,Park,Neutral,1,2,2,1,0.880651226,0.205,0.462126477,0.291666667,0.974789916
2649.12,14.93,700,11.2,176,Gym Workout,Snow,Park,Neutral,1,3,2,1,0.459642386,0.7465,0.486448923,0.933333333,0.974789916
1852.58,12.61,149,3.9,115,Gym Workout,Fog,Gym,Stressed,1,1,0,2,0.141013641,0.6305,0.103544128,0.325,0.462184874
3480.11,11.9,382,6.7,172,Gym Workout,Rain,Park,Neutral,1,2,2,1,0.792051682,0.595,0.265462126,0.558333333,0.941176471
3569.4,17.17,389,10.7,152,Gym Workout,Snow,Home,Tired,1,3,1,3,0.827769111,0.8585,0.270326616,0.891666667,0.773109244
3999.96,12.09,585,6.7,79,Gym Workout,Clear,Park,Tired,1,0,2,3,1,0.6045,0.406532314,0.558333333,0.159663866
2114.75,0.34,992,1,86,Gym Workout,Snow,Park,Stressed,1,3,2,2,0.245885835,0.017,0.689367616,0.083333333,0.218487395
1852.54,7.15,1170,6.3,85,Gym Workout,Rain,Home,Tired,1,2,1,3,0.14099764,0.3575,0.813064628,0.525,0.210084034
2342.31,4.94,243,11.7,77,Gym Workout,Rain,Park,Neutral,1,2,2,1,0.336913477,0.247,0.168867269,0.975,0.142857143
3983.49,0.37,359,4.5,77,Gym Workout,Fog,Home,Stressed,1,1,1,2,0.993411736,0.0185,0.249478805,0.375,0.142857143
3524.06,9.44,161,5.9,122,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.809632385,0.472,0.111883252,0.491666667,0.521008403
2410.99,18.55,1186,11.5,73,Gym Workout,Fog,Park,Happy,1,1,2,0,0.364386575,0.9275,0.824183461,0.958333333,0.109243697
2041.76,10.36,4,11.4,103,Gym Workout,Fog,Park,Neutral,1,1,2,1,0.216688668,0.518,0.002779708,0.95,0.361344538
2842.29,5.4,867,11,111,Gym Workout,Fog,Home,Happy,1,1,1,0,0.536913477,0.27,0.602501737,0.916666667,0.428571429
3620.17,2.07,841,4.8,122,Gym Workout,Rain,Gym,Happy,1,2,0,0,0.848077923,0.1035,0.584433634,0.4,0.521008403
3926.35,1.26,282,5.2,166,Gym Workout,Fog,Gym,Tired,1,1,0,3,0.970554822,0.063,0.195969423,0.433333333,0.890756303
1572.96,2.22,1437,1,69,Gym Workout,Rain,Home,Tired,1,2,1,3,0.029161166,0.111,0.998610146,0.083333333,0.075630252
1804.48,2.44,533,6.7,146,Gym Workout,Fog,Gym,Stressed,1,1,0,2,0.121772871,0.122,0.370396108,0.558333333,0.722689076
3921.52,3.58,78,8.3,176,Gym Workout,Snow,Park,Neutral,1,3,2,1,0.968622745,0.179,0.054204309,0.691666667,0.974789916
3016.05,19.34,280,5.7,71,Gym Workout,Fog,Gym,Neutral,1,1,0,1,0.606420257,0.967,0.194579569,0.475,0.092436975
3752.03,19.48,1203,11.6,128,Gym Workout,Rain,Home,Tired,1,2,1,3,0.900824033,0.974,0.83599722,0.966666667,0.571428571
2916.43,11.68,1347,4,154,Gym Workout,Clear,Gym,Tired,1,0,0,3,0.566570663,0.584,0.936066713,0.333333333,0.789915966
3697.96,2.89,1031,1,112,Gym Workout,Fog,Home,Neutral,1,1,1,1,0.879195168,0.1445,0.716469771,0.083333333,0.43697479
3502.89,0.33,1143,3.8,83,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.801164047,0.0165,0.794301598,0.316666667,0.193277311
2904.22,6.98,1076,4.7,162,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.561686467,0.349,0.747741487,0.391666667,0.857142857
2411.18,5.38,462,1,144,Gym Workout,Fog,Gym,Happy,1,1,0,0,0.364462579,0.269,0.321056289,0.083333333,0.705882353
3595.45,1.19,1104,2.5,64,Gym Workout,Snow,Park,Stressed,1,3,2,2,0.838189528,0.0595,0.767199444,0.208333333,0.033613445
1729.36,15.64,575,11.2,176,Gym Workout,Rain,Gym,Tired,1,2,0,3,0.091723669,0.782,0.399583044,0.933333333,0.974789916
1640.88,0.77,1017,6.6,165,Gym Workout,Rain,Gym,Tired,1,2,0,3,0.056330253,0.0385,0.706740792,0.55,0.882352941
2999.78,10.39,1286,2,60,Gym Workout,Snow,Park,Happy,1,3,2,0,0.599911996,0.5195,0.893676164,0.166666667,0
1585.32,19.09,1051,5.7,165,Gym Workout,Fog,Home,Tired,1,1,1,3,0.034105364,0.9545,0.730368311,0.475,0.882352941
3027.1,7.3,231,2.6,85,Gym Workout,Rain,Park,Tired,1,2,2,3,0.610840434,0.365,0.160528145,0.216666667,0.210084034
3216.98,7.09,975,4,120,Gym Workout,Rain,Park,Neutral,1,2,2,1,0.686795472,0.3545,0.677553857,0.333333333,0.504201681
2161.31,9.25,876,4,108,Gym Workout,Fog,Gym,Happy,1,1,0,0,0.26451058,0.4625,0.608756081,0.333333333,0.403361345
1680.85,1.41,358,3.9,131,Gym Workout,Rain,Gym,Neutral,1,2,0,1,0.072318893,0.0705,0.248783878,0.325,0.596638655
1859.87,8.93,977,8.1,74,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.143929757,0.4465,0.678943711,0.675,0.117647059
1564,18.37,571,10,93,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.025577023,0.9185,0.396803336,0.833333333,0.277310924
2019.2,7.52,1083,9.9,92,Gym Workout,Snow,Park,Happy,1,3,2,0,0.207664307,0.376,0.752605976,0.825,0.268907563
2252.92,17.19,1093,3.3,107,Gym Workout,Snow,Home,Stressed,1,3,1,2,0.301156046,0.8595,0.759555247,0.275,0.394957983
2685.47,0.63,782,11.9,113,Gym Workout,Fog,Gym,Neutral,1,1,0,1,0.474182967,0.0315,0.54343294,0.991666667,0.445378151
2188.8,16.32,825,10.9,154,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.27550702,0.816,0.573314802,0.908333333,0.789915966
2381.09,19.98,718,8.1,112,Gym Workout,Fog,Home,Happy,1,1,1,0,0.352426097,0.999,0.498957609,0.675,0.43697479
2552.52,18.08,228,3.4,146,Gym Workout,Clear,Gym,Happy,1,0,0,0,0.42100084,0.904,0.158443363,0.283333333,0.722689076
2739.63,16.45,289,6.2,157,Gym Workout,Clear,Home,Neutral,1,0,1,1,0.495847834,0.8225,0.200833912,0.516666667,0.81512605
3627.31,9.25,156,3.9,167,Gym Workout,Fog,Gym,Stressed,1,1,0,2,0.850934037,0.4625,0.108408617,0.325,0.899159664
3176.6,8.91,667,1.6,79,Gym Workout,Rain,Home,Happy,1,2,1,0,0.670642826,0.4455,0.463516331,0.133333333,0.159663866
2828.94,10.97,1267,9.7,62,Gym Workout,Rain,Home,Neutral,1,2,1,1,0.531573263,0.5485,0.88047255,0.808333333,0.016806723
3942.51,8.79,928,1,141,Gym Workout,Fog,Gym,Stressed,1,1,0,2,0.977019081,0.4395,0.644892286,0.083333333,0.680672269
1586.04,5.23,1057,10.5,155,Gym Workout,Rain,Home,Tired,1,2,1,3,0.034393376,0.2615,0.734537874,0.875,0.798319328
3816.25,19.02,59,6.8,175,Gym Workout,Rain,Park,Happy,1,2,2,0,0.926513061,0.951,0.041000695,0.566666667,0.966386555
2432.15,10.59,834,9.7,136,Gym Workout,Snow,Home,Tired,1,3,1,3,0.372850914,0.5295,0.579569145,0.808333333,0.638655462
2310.41,0.62,1338,3.7,102,Gym Workout,Fog,Park,Happy,1,1,2,0,0.324152966,0.031,0.92981237,0.308333333,0.352941176
1828.16,2.62,935,2.6,151,Gym Workout,Fog,Gym,Happy,1,1,0,0,0.13124525,0.131,0.649756776,0.216666667,0.764705882
3309.22,10.27,658,0.6,107,Gym Workout,Snow,Gym,Neutral,1,3,0,1,0.723692948,0.5135,0.457261987,0.05,0.394957983
2781.98,15.73,804,5.4,98,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.512788512,0.7865,0.558721334,0.45,0.319327731
2398.85,10.13,1096,6.2,114,Gym Workout,Clear,Home,Stressed,1,0,1,2,0.359530381,0.5065,0.761640028,0.516666667,0.453781513
2484.86,7.87,371,11.2,76,Gym Workout,Fog,Home,Happy,1,1,1,0,0.393935757,0.3935,0.257817929,0.933333333,0.134453782
3055.22,13.66,873,11.2,100,Gym Workout,Rain,Gym,Stressed,1,2,0,2,0.622088884,0.683,0.6066713,0.933333333,0.336134454
2519.33,14.06,15,9.7,148,Gym Workout,Rain,Gym,Neutral,1,2,0,1,0.407724309,0.703,0.010423905,0.808333333,0.739495798
3557.88,6.15,78,0.7,68,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.823160926,0.3075,0.054204309,0.058333333,0.067226891
2633.03,16.32,692,0.5,88,Gym Workout,Snow,Home,Tired,1,3,1,3,0.453206128,0.816,0.480889507,0.041666667,0.235294118
1706.4,16.87,1237,5.2,161,Gym Workout,Fog,Gym,Happy,1,1,0,0,0.082539302,0.8435,0.859624739,0.433333333,0.848739496
2706.81,12.89,960,9.3,153,Gym Workout,Rain,Park,Stressed,1,2,2,2,0.482719309,0.6445,0.667129951,0.775,0.781512605
2308.78,10.1,258,5.9,94,Gym Workout,Clear,Gym,Happy,1,0,0,0,0.32350094,0.505,0.179291174,0.491666667,0.285714286
1804.77,5.57,1192,3.1,157,Gym Workout,Rain,Park,Stressed,1,2,2,2,0.121888876,0.2785,0.828353023,0.258333333,0.81512605
3297.17,12.57,987,4.7,82,Gym Workout,Fog,Park,Happy,1,1,2,0,0.718872755,0.6285,0.685892981,0.391666667,0.18487395
3056.3,4.98,428,2.1,163,Gym Workout,Rain,Home,Tired,1,2,1,3,0.622520901,0.249,0.29742877,0.175,0.865546218
3412.06,7.75,600,9.3,172,Gym Workout,Clear,Park,Neutral,1,0,2,1,0.764830593,0.3875,0.41695622,0.775,0.941176471
3560.83,17.99,765,2.3,163,Gym Workout,Rain,Park,Stressed,1,2,2,2,0.824340974,0.8995,0.53161918,0.191666667,0.865546218
2127.26,10.25,736,10,101,Gym Workout,Clear,Park,Stressed,1,0,2,2,0.250890036,0.5125,0.511466296,0.833333333,0.344537815
3592.99,10.46,638,2.5,130,Gym Workout,Clear,Home,Happy,1,0,1,0,0.837205488,0.523,0.443363447,0.208333333,0.588235294
2925.39,11.24,727,9.9,147,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.570154806,0.562,0.505211953,0.825,0.731092437
2204.36,5.44,1213,8.2,66,Gym Workout,Fog,Home,Stressed,1,1,1,2,0.281731269,0.272,0.842946491,0.683333333,0.050420168
3171.99,13.55,626,11.1,109,Gym Workout,Fog,Home,Neutral,1,1,1,1,0.668798752,0.6775,0.435024322,0.925,0.411764706
1508.99,16.83,1119,4.7,102,Gym Workout,Fog,Park,Tired,1,1,2,3,0.003572143,0.8415,0.77762335,0.391666667,0.352941176
1629.56,14.22,1265,10.7,159,Gym Workout,Rain,Home,Happy,1,2,1,0,0.051802072,0.711,0.879082696,0.891666667,0.831932773
2836.54,12.27,819,7.6,150,Gym Workout,Snow,Home,Tired,1,3,1,3,0.534613385,0.6135,0.56914524,0.633333333,0.756302521
3470.69,18.45,1319,4.7,160,Gym Workout,Rain,Park,Stressed,1,2,2,2,0.788283531,0.9225,0.916608756,0.391666667,0.840336134
3386.65,3.13,307,4.5,170,Gym Workout,Rain,Gym,Neutral,1,2,0,1,0.754666187,0.1565,0.213342599,0.375,0.924369748
3332.46,15.9,480,5.8,120,Gym Workout,Fog,Gym,Stressed,1,1,0,2,0.73298932,0.795,0.333564976,0.483333333,0.504201681
2395.05,8.68,104,0.3,147,Gym Workout,Rain,Gym,Tired,1,2,0,3,0.35801032,0.434,0.072272411,0.025,0.731092437
3134.5,0.54,821,4.7,124,Gym Workout,Fog,Park,Happy,1,1,2,0,0.653802152,0.027,0.570535094,0.391666667,0.537815126
3858.07,17.44,302,11.5,69,Gym Workout,Clear,Gym,Happy,1,0,0,0,0.94324173,0.872,0.209867964,0.958333333,0.075630252
2516.45,19.59,931,1.6,147,Gym Workout,Clear,Home,Happy,1,0,1,0,0.406572263,0.9795,0.646977067,0.133333333,0.731092437
3637.96,13.93,1422,4.6,61,Gym Workout,Rain,Park,Tired,1,2,2,3,0.855194208,0.6965,0.98818624,0.383333333,0.008403361
1790.51,14.47,1403,2.2,87,Gym Workout,Snow,Park,Happy,1,3,2,0,0.116184647,0.7235,0.974982627,0.183333333,0.226890756
3376.52,19.3,567,5.7,96,Gym Workout,Clear,Gym,Tired,1,0,0,3,0.750614025,0.965,0.394023628,0.475,0.302521008
1782.13,18.85,247,3.7,141,Gym Workout,Rain,Home,Happy,1,2,1,0,0.112832513,0.9425,0.171646977,0.308333333,0.680672269
1729.69,1.43,1003,2.7,118,Gym Workout,Rain,Park,Happy,1,2,2,0,0.091855674,0.0715,0.697011814,0.225,0.487394958
1805.56,8.71,99,9.8,87,Gym Workout,Snow,Park,Stressed,1,3,2,2,0.122204888,0.4355,0.068797776,0.816666667,0.226890756
2347.13,7.7,667,10,164,Gym Workout,Rain,Park,Stressed,1,2,2,2,0.338841554,0.385,0.463516331,0.833333333,0.87394958
2378.96,13.95,248,0.8,127,Gym Workout,Clear,Home,Tired,1,0,1,3,0.351574063,0.6975,0.172341904,0.066666667,0.56302521
3570.61,15.94,1236,1.6,93,Gym Workout,Rain,Park,Tired,1,2,2,3,0.82825313,0.797,0.858929812,0.133333333,0.277310924
1509.81,10.8,1009,1.7,145,Gym Workout,Fog,Gym,Tired,1,1,0,3,0.003900156,0.54,0.701181376,0.141666667,0.714285714
1667.71,16.41,1429,7.9,143,Gym Workout,Fog,Gym,Neutral,1,1,0,1,0.067062683,0.8205,0.99305073,0.658333333,0.697478992
2135.96,14.14,459,6,63,Gym Workout,Clear,Home,Neutral,1,0,1,1,0.254370175,0.707,0.318971508,0.5,0.025210084
3308.94,3.64,564,0.7,118,Gym Workout,Rain,Gym,Happy,1,2,0,0,0.723580943,0.182,0.391938846,0.058333333,0.487394958
2093.56,8.25,720,7.6,90,Gym Workout,Clear,Park,Happy,1,0,2,0,0.237409496,0.4125,0.500347464,0.633333333,0.25210084
2348.03,3.25,554,7.7,64,Gym Workout,Clear,Park,Neutral,1,0,2,1,0.339201568,0.1625,0.384989576,0.641666667,0.033613445
2897.69,13.99,994,2.8,148,Gym Workout,Fog,Home,Tired,1,1,1,3,0.559074363,0.6995,0.69075747,0.233333333,0.739495798
3893.46,2.45,845,6.3,169,Gym Workout,Rain,Home,Tired,1,2,1,3,0.957398296,0.1225,0.587213343,0.525,0.915966387
1608.82,19.96,1130,11.7,99,Gym Workout,Fog,Home,Stressed,1,1,1,2,0.04350574,0.998,0.785267547,0.975,0.327731092
1585.38,18.93,1007,8.9,129,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.034129365,0.9465,0.699791522,0.741666667,0.579831933
3405.62,8.87,275,5,106,Gym Workout,Clear,Gym,Tired,1,0,0,3,0.76225449,0.4435,0.191104934,0.416666667,0.386554622
2050.66,17.75,1360,5.7,173,Gym Workout,Clear,Home,Tired,1,0,1,3,0.22024881,0.8875,0.945100764,0.475,0.949579832
1552.63,8.93,1237,0.9,133,Gym Workout,Fog,Home,Tired,1,1,1,3,0.021028841,0.4465,0.859624739,0.075,0.613445378
3580.46,10.12,378,7.1,168,Gym Workout,Snow,Home,Happy,1,3,1,0,0.832193288,0.506,0.262682418,0.591666667,0.907563025
2543.67,7.62,574,3.8,176,Gym Workout,Clear,Park,Stressed,1,0,2,2,0.417460698,0.381,0.398888117,0.316666667,0.974789916
2370.09,1.3,209,8.2,70,Gym Workout,Clear,Home,Happy,1,0,1,0,0.348025921,0.065,0.14523975,0.683333333,0.084033613
1724.93,2.17,746,2.6,141,Gym Workout,Clear,Park,Happy,1,0,2,0,0.089951598,0.1085,0.518415566,0.216666667,0.680672269
1630.13,11.02,1232,4.4,137,Gym Workout,Clear,Gym,Tired,1,0,0,3,0.052030081,0.551,0.856150104,0.366666667,0.647058824
1707.37,10.42,1015,0.3,162,Gym Workout,Snow,Home,Tired,1,3,1,3,0.082927317,0.521,0.705350938,0.025,0.857142857
2682.68,13.68,1181,11.8,168,Gym Workout,Fog,Home,Neutral,1,1,1,1,0.473066923,0.684,0.820708826,0.983333333,0.907563025
2284.04,11.02,1293,3.5,169,Gym Workout,Rain,Gym,Tired,1,2,0,3,0.313604544,0.551,0.898540653,0.291666667,0.915966387
2196.52,4.12,1062,1.7,160,Gym Workout,Fog,Park,Tired,1,1,2,3,0.278595144,0.206,0.738012509,0.141666667,0.840336134
1809.2,4.11,721,9.9,78,Gym Workout,Rain,Gym,Neutral,1,2,0,1,0.123660946,0.2055,0.501042391,0.825,0.151260504
2560.87,11.96,493,10.6,106,Gym Workout,Clear,Park,Happy,1,0,2,0,0.424340974,0.598,0.342599027,0.883333333,0.386554622
2888.47,16.63,231,6.6,111,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.555386215,0.8315,0.160528145,0.55,0.428571429
3573.57,17.99,1139,0.9,135,Gym Workout,Snow,Home,Stressed,1,3,1,2,0.829437177,0.8995,0.79152189,0.075,0.630252101
2695.8,7.44,935,8,92,Gym Workout,Clear,Gym,Happy,1,0,0,0,0.478315133,0.372,0.649756776,0.666666667,0.268907563
1608.64,3.11,124,5.9,101,Gym Workout,Snow,Home,Happy,1,3,1,0,0.043433737,0.1555,0.086170952,0.491666667,0.344537815
1657.49,18.49,939,0,113,Gym Workout,Fog,Park,Neutral,1,1,2,1,0.062974519,0.9245,0.652536484,0,0.445378151
2161.25,5.27,629,2.7,119,Gym Workout,Rain,Gym,Happy,1,2,0,0,0.264486579,0.2635,0.437109104,0.225,0.495798319
1763.5,10.85,1065,10.4,156,Gym Workout,Clear,Home,Tired,1,0,1,3,0.105380215,0.5425,0.74009729,0.866666667,0.806722689
3160.14,1.29,1360,11.8,108,Gym Workout,Snow,Park,Neutral,1,3,2,1,0.664058562,0.0645,0.945100764,0.983333333,0.403361345
1546.48,5.95,738,11.6,157,Gym Workout,Rain,Park,Happy,1,2,2,0,0.018568743,0.2975,0.51285615,0.966666667,0.81512605
2129.31,17.61,1035,6.5,175,Gym Workout,Clear,Gym,Neutral,1,0,0,1,0.251710068,0.8805,0.719249479,0.541666667,0.966386555
3146.55,2.91,295,7.2,108,Gym Workout,Rain,Park,Tired,1,2,2,3,0.658622345,0.1455,0.205003475,0.6,0.403361345
3718.39,17.92,518,2.9,142,Gym Workout,Snow,Park,Stressed,1,3,2,2,0.887367495,0.896,0.359972203,0.241666667,0.68907563
2400.15,9.71,1213,7.3,139,Gym Workout,Snow,Home,Happy,1,3,1,0,0.360050402,0.4855,0.842946491,0.608333333,0.663865546
1528.67,6.59,133,7.5,70,Gym Workout,Clear,Gym,Tired,1,0,0,3,0.011444458,0.3295,0.092425295,0.625,0.084033613
1807.26,7.15,615,5.9,165,Gym Workout,Fog,Park,Happy,1,1,2,0,0.122884915,0.3575,0.427380125,0.491666667,0.882352941
2165.81,12.09,650,10.6,147,Gym Workout,Snow,Park,Neutral,1,3,2,1,0.266310652,0.6045,0.451702571,0.883333333,0.731092437
3723.39,1.05,644,9.5,85,Gym Workout,Fog,Gym,Neutral,1,1,0,1,0.889367575,0.0525,0.447533009,0.791666667,0.210084034
1953.74,17.63,155,4.4,111,Gym Workout,Fog,Park,Neutral,1,1,2,1,0.181479259,0.8815,0.10771369,0.366666667,0.428571429
2776.73,13.74,343,10.9,99,Gym Workout,Fog,Park,Neutral,1,1,2,1,0.510688428,0.687,0.238359972,0.908333333,0.327731092
1729.99,2.07,534,8.8,119,Gym Workout,Rain,Home,Neutral,1,2,1,1,0.091975679,0.1035,0.371091035,0.733333333,0.495798319
2912.58,1.45,843,0.4,127,Gym Workout,Fog,Home,Neutral,1,1,1,1,0.565030601,0.0725,0.585823489,0.033333333,0.56302521
2483.52,3.32,1175,1.6,160,Gym Workout,Clear,Home,Happy,1,0,1,0,0.393399736,0.166,0.816539263,0.133333333,0.840336134
1835.86,2.57,1196,5.5,95,Gym Workout,Snow,Park,Happy,1,3,2,0,0.134325373,0.1285,0.831132731,0.458333333,0.294117647
2355.38,1.99,315,3.6,149,Gym Workout,Clear,Gym,Happy,1,0,0,0,0.342141686,0.0995,0.218902015,0.3,0.74789916
1875.83,8.76,703,11.1,92,Gym Workout,Fog,Home,Stressed,1,1,1,2,0.150314013,0.438,0.488533704,0.925,0.268907563
2244.16,3.72,412,11.5,85,Gym Workout,Snow,Gym,Tired,1,3,0,3,0.297651906,0.186,0.286309937,0.958333333,0.210084034
2203.34,8.93,554,7,146,Gym Workout,Rain,Home,Stressed,1,2,1,2,0.281323253,0.4465,0.384989576,0.583333333,0.722689076
3846.34,16.69,1359,3.2,173,Gym Workout,Snow,Home,Happy,1,3,1,0,0.938549542,0.8345,0.944405837,0.266666667,0.949579832
3890.87,2.03,135,9.9,82,Gym Workout,Fog,Park,Stressed,1,1,2,2,0.956362254,0.1015,0.093815149,0.825,0.18487395
